(rturn,o0,o1,o2,o3,o4,o5,o6,o7,o8)
1714:(0,1,2,0,0,1,2,0,0,1)
1715:(0,1,2,0,0,1,2,0,1,0)
1716:(0,1,2,0,0,1,2,1,0,0)
1717:(0,1,2,0,0,1,2,1,1,2)
1718:(0,1,2,0,0,1,2,1,2,1)
1719:(0,1,2,0,0,1,2,2,1,1)
1720:(0,1,2,0,0,2,0,0,1,1)
1721:(0,1,2,0,0,2,0,1,0,1)
1722:(0,1,2,0,0,2,0,1,1,0)
1723:(0,1,2,0,0,2,1,0,0,1)
1724:(0,1,2,0,0,2,1,0,1,0)
1725:(0,1,2,0,0,2,1,1,0,0)
1726:(0,1,2,0,0,2,1,1,1,2)
1727:(0,1,2,0,0,2,1,2,1,1)
1728:(0,1,2,0,0,2,2,1,1,1)
1729:(0,1,2,0,1,0,0,0,0,0)
1730:(0,1,2,0,1,0,0,0,1,2)
1731:(0,1,2,0,1,0,0,0,2,1)
1732:(0,1,2,0,1,0,0,1,0,2)
1733:(0,1,2,0,1,0,0,1,2,0)
1734:(0,1,2,0,1,0,0,2,0,1)
1735:(0,1,2,0,1,0,0,2,1,0)
1736:(0,1,2,0,1,0,1,0,0,2)
1737:(0,1,2,0,1,0,1,0,2,0)
1738:(0,1,2,0,1,0,1,1,2,2)
1739:(0,1,2,0,1,0,1,2,0,0)
1740:(0,1,2,0,1,0,1,2,1,2)
1741:(0,1,2,0,1,0,1,2,2,1)
1742:(0,1,2,0,1,0,2,0,0,1)
1743:(0,1,2,0,1,0,2,0,1,0)
1744:(0,1,2,0,1,0,2,1,0,0)
1745:(0,1,2,0,1,0,2,1,1,2)
1746:(0,1,2,0,1,0,2,1,2,1)
1747:(0,1,2,0,1,0,2,2,1,1)
1748:(0,1,2,0,1,1,0,0,0,2)
1749:(0,1,2,0,1,1,0,0,2,0)
1750:(0,1,2,0,1,1,0,1,2,2)
1751:(0,1,2,0,1,1,0,2,0,0)
1752:(0,1,2,0,1,1,0,2,1,2)
1753:(0,1,2,0,1,1,0,2,2,1)
1754:(0,1,2,0,1,1,1,0,2,2)
1755:(0,1,2,0,1,1,1,2,0,2)
1756:(0,1,2,0,1,1,1,2,2,0)
1757:(0,1,2,0,1,1,2,0,0,0)
1758:(0,1,2,0,1,1,2,0,1,2)
1759:(0,1,2,0,1,1,2,0,2,1)
1760:(0,1,2,0,1,1,2,1,0,2)
1761:(0,1,2,0,1,1,2,1,2,0)
1762:(0,1,2,0,1,1,2,2,0,1)
1763:(0,1,2,0,1,1,2,2,1,0)
1764:(0,1,2,0,1,2,0,0,0,1)
1765:(0,1,2,0,1,2,0,0,1,0)
1766:(0,1,2,0,1,2,0,1,0,0)
1767:(0,1,2,0,1,2,0,1,1,2)
1768:(0,1,2,0,1,2,0,2,1,1)
1769:(0,1,2,0,1,2,1,0,0,0)
1770:(0,1,2,0,1,2,1,0,1,2)
1771:(0,1,2,0,1,2,1,1,0,2)
1772:(0,1,2,0,1,2,1,2,0,1)
1773:(0,1,2,0,1,2,1,2,1,0)
1774:(0,1,2,0,1,2,2,0,1,1)
1775:(0,1,2,0,1,2,2,1,0,1)
1776:(0,1,2,0,1,2,2,1,1,0)
1777:(0,1,2,0,2,0,0,0,1,1)
1778:(0,1,2,0,2,0,0,1,0,1)
1779:(0,1,2,0,2,0,0,1,1,0)
1780:(0,1,2,0,2,0,1,0,0,1)
1781:(0,1,2,0,2,0,1,0,1,0)
1782:(0,1,2,0,2,0,1,1,0,0)
1783:(0,1,2,0,2,0,1,1,1,2)
1784:(0,1,2,0,2,0,1,1,2,1)
1785:(0,1,2,0,2,0,1,2,1,1)
1786:(0,1,2,0,2,0,2,1,1,1)
1787:(0,1,2,0,2,1,0,0,0,1)
1788:(0,1,2,0,2,1,0,0,1,0)
1789:(0,1,2,0,2,1,0,1,0,0)
1790:(0,1,2,0,2,1,0,1,1,2)
1791:(0,1,2,0,2,1,0,1,2,1)
1792:(0,1,2,0,2,1,0,2,1,1)
1793:(0,1,2,0,2,1,1,0,0,0)
1794:(0,1,2,0,2,1,1,0,1,2)
1795:(0,1,2,0,2,1,1,0,2,1)
1796:(0,1,2,0,2,1,1,1,0,2)
1797:(0,1,2,0,2,1,1,1,2,0)
1798:(0,1,2,0,2,1,1,2,0,1)
1799:(0,1,2,0,2,1,1,2,1,0)
1800:(0,1,2,0,2,1,2,0,1,1)
1801:(0,1,2,0,2,1,2,1,0,1)
1802:(0,1,2,0,2,1,2,1,1,0)
1803:(0,1,2,0,2,2,0,1,1,1)
1804:(0,1,2,0,2,2,1,0,1,1)
1805:(0,1,2,0,2,2,1,1,0,1)
1806:(0,1,2,0,2,2,1,1,1,0)
1807:(0,1,2,1,0,0,0,0,0,0)
1808:(0,1,2,1,0,0,0,0,1,2)
1809:(0,1,2,1,0,0,0,0,2,1)
1810:(0,1,2,1,0,0,0,1,0,2)
1811:(0,1,2,1,0,0,0,1,2,0)
1812:(0,1,2,1,0,0,0,2,0,1)
1813:(0,1,2,1,0,0,0,2,1,0)
1814:(0,1,2,1,0,0,1,0,0,2)
1815:(0,1,2,1,0,0,1,0,2,0)
1816:(0,1,2,1,0,0,1,1,2,2)
1817:(0,1,2,1,0,0,1,2,0,0)
1818:(0,1,2,1,0,0,1,2,1,2)
1819:(0,1,2,1,0,0,1,2,2,1)
1820:(0,1,2,1,0,0,2,0,0,1)
1821:(0,1,2,1,0,0,2,0,1,0)
1822:(0,1,2,1,0,0,2,1,0,0)
1823:(0,1,2,1,0,0,2,1,1,2)
1824:(0,1,2,1,0,0,2,1,2,1)
1825:(0,1,2,1,0,0,2,2,1,1)
1826:(0,1,2,1,0,1,0,0,0,2)
1827:(0,1,2,1,0,1,0,0,2,0)
1828:(0,1,2,1,0,1,0,1,2,2)
1829:(0,1,2,1,0,1,0,2,0,0)
1830:(0,1,2,1,0,1,0,2,1,2)
1831:(0,1,2,1,0,1,0,2,2,1)
1832:(0,1,2,1,0,1,1,0,2,2)
1833:(0,1,2,1,0,1,1,2,0,2)
1834:(0,1,2,1,0,1,1,2,2,0)
1835:(0,1,2,1,0,1,2,0,0,0)
1836:(0,1,2,1,0,1,2,0,1,2)
1837:(0,1,2,1,0,1,2,0,2,1)
1838:(0,1,2,1,0,1,2,1,0,2)
1839:(0,1,2,1,0,1,2,1,2,0)
1840:(0,1,2,1,0,1,2,2,0,1)
1841:(0,1,2,1,0,1,2,2,1,0)
1842:(0,1,2,1,0,2,0,0,0,1)
1843:(0,1,2,1,0,2,0,0,1,0)
1844:(0,1,2,1,0,2,0,1,0,0)
1845:(0,1,2,1,0,2,0,1,1,2)
1846:(0,1,2,1,0,2,0,2,1,1)
1847:(0,1,2,1,0,2,1,0,0,0)
1848:(0,1,2,1,0,2,1,0,1,2)
1849:(0,1,2,1,0,2,1,1,0,2)
1850:(0,1,2,1,0,2,1,2,0,1)
1851:(0,1,2,1,0,2,1,2,1,0)
1852:(0,1,2,1,0,2,2,0,1,1)
1853:(0,1,2,1,0,2,2,1,0,1)
1854:(0,1,2,1,0,2,2,1,1,0)
1855:(0,1,2,1,1,0,0,0,0,2)
1856:(0,1,2,1,1,0,0,0,2,0)
1857:(0,1,2,1,1,0,0,1,2,2)
1858:(0,1,2,1,1,0,0,2,0,0)
1859:(0,1,2,1,1,0,0,2,1,2)
1860:(0,1,2,1,1,0,0,2,2,1)
1861:(0,1,2,1,1,0,1,0,2,2)
1862:(0,1,2,1,1,0,1,2,0,2)
1863:(0,1,2,1,1,0,1,2,2,0)
1864:(0,1,2,1,1,0,2,0,0,0)
1865:(0,1,2,1,1,0,2,0,1,2)
1866:(0,1,2,1,1,0,2,0,2,1)
1867:(0,1,2,1,1,0,2,1,0,2)
1868:(0,1,2,1,1,0,2,1,2,0)
1869:(0,1,2,1,1,0,2,2,0,1)
1870:(0,1,2,1,1,0,2,2,1,0)
1871:(0,1,2,1,1,1,0,0,2,2)
1872:(0,1,2,1,1,1,0,2,0,2)
1873:(0,1,2,1,1,1,0,2,2,0)
1874:(0,1,2,1,1,1,2,0,0,2)
1875:(0,1,2,1,1,1,2,0,2,0)
1876:(0,1,2,1,1,1,2,1,2,2)
1877:(0,1,2,1,1,1,2,2,0,0)
1878:(0,1,2,1,1,1,2,2,1,2)
1879:(0,1,2,1,1,1,2,2,2,1)
1880:(0,1,2,1,1,2,0,0,0,0)
1881:(0,1,2,1,1,2,0,0,1,2)
1882:(0,1,2,1,1,2,0,1,0,2)
1883:(0,1,2,1,1,2,0,2,0,1)
1884:(0,1,2,1,1,2,0,2,1,0)
1885:(0,1,2,1,1,2,1,0,0,2)
1886:(0,1,2,1,1,2,1,2,0,0)
1887:(0,1,2,1,1,2,1,2,1,2)
1888:(0,1,2,1,1,2,2,0,0,1)
1889:(0,1,2,1,1,2,2,0,1,0)
1890:(0,1,2,1,1,2,2,1,0,0)
1891:(0,1,2,1,1,2,2,1,1,2)
1892:(0,1,2,1,1,2,2,2,1,1)
1893:(0,1,2,1,2,0,0,0,0,1)
1894:(0,1,2,1,2,0,0,0,1,0)
1895:(0,1,2,1,2,0,0,1,0,0)
1896:(0,1,2,1,2,0,0,1,1,2)
1897:(0,1,2,1,2,0,0,1,2,1)
1898:(0,1,2,1,2,0,0,2,1,1)
1899:(0,1,2,1,2,0,1,0,0,0)
1900:(0,1,2,1,2,0,1,0,1,2)
1901:(0,1,2,1,2,0,1,0,2,1)
1902:(0,1,2,1,2,0,1,1,0,2)
1903:(0,1,2,1,2,0,1,1,2,0)
1904:(0,1,2,1,2,0,1,2,0,1)
1905:(0,1,2,1,2,0,1,2,1,0)
1906:(0,1,2,1,2,0,2,0,1,1)
1907:(0,1,2,1,2,0,2,1,0,1)
1908:(0,1,2,1,2,0,2,1,1,0)
1909:(0,1,2,1,2,1,0,0,0,0)
1910:(0,1,2,1,2,1,0,0,1,2)
1911:(0,1,2,1,2,1,0,0,2,1)
1912:(0,1,2,1,2,1,0,1,0,2)
1913:(0,1,2,1,2,1,0,1,2,0)
1914:(0,1,2,1,2,1,0,2,0,1)
1915:(0,1,2,1,2,1,0,2,1,0)
1916:(0,1,2,1,2,1,1,0,0,2)
1917:(0,1,2,1,2,1,1,0,2,0)
1918:(0,1,2,1,2,1,1,1,2,2)
1919:(0,1,2,1,2,1,1,2,0,0)
1920:(0,1,2,1,2,1,1,2,1,2)
1921:(0,1,2,1,2,1,1,2,2,1)
1922:(0,1,2,1,2,1,2,0,0,1)
1923:(0,1,2,1,2,1,2,0,1,0)
1924:(0,1,2,1,2,1,2,1,0,0)
1925:(0,1,2,1,2,1,2,1,1,2)
1926:(0,1,2,1,2,1,2,1,2,1)
1927:(0,1,2,1,2,1,2,2,1,1)
1928:(0,1,2,1,2,2,0,0,1,1)
1929:(0,1,2,1,2,2,0,1,0,1)
1930:(0,1,2,1,2,2,0,1,1,0)
1931:(0,1,2,1,2,2,1,0,0,1)
1932:(0,1,2,1,2,2,1,0,1,0)
1933:(0,1,2,1,2,2,1,1,0,0)
1934:(0,1,2,1,2,2,1,1,1,2)
1935:(0,1,2,1,2,2,1,2,1,1)
1936:(0,1,2,2,0,0,0,0,1,1)
1937:(0,1,2,2,0,0,0,1,0,1)
1938:(0,1,2,2,0,0,0,1,1,0)
1939:(0,1,2,2,0,0,1,0,0,1)
1940:(0,1,2,2,0,0,1,0,1,0)
1941:(0,1,2,2,0,0,1,1,0,0)
1942:(0,1,2,2,0,0,1,1,1,2)
1943:(0,1,2,2,0,0,1,1,2,1)
1944:(0,1,2,2,0,0,1,2,1,1)
1945:(0,1,2,2,0,0,2,1,1,1)
1946:(0,1,2,2,0,1,0,0,0,1)
1947:(0,1,2,2,0,1,0,0,1,0)
1948:(0,1,2,2,0,1,0,1,0,0)
1949:(0,1,2,2,0,1,0,1,1,2)
1950:(0,1,2,2,0,1,0,1,2,1)
1951:(0,1,2,2,0,1,0,2,1,1)
1952:(0,1,2,2,0,1,1,0,0,0)
1953:(0,1,2,2,0,1,1,0,1,2)
1954:(0,1,2,2,0,1,1,0,2,1)
1955:(0,1,2,2,0,1,1,1,0,2)
1956:(0,1,2,2,0,1,1,1,2,0)
1957:(0,1,2,2,0,1,1,2,0,1)
1958:(0,1,2,2,0,1,1,2,1,0)
1959:(0,1,2,2,0,1,2,0,1,1)
1960:(0,1,2,2,0,1,2,1,0,1)
1961:(0,1,2,2,0,1,2,1,1,0)
1962:(0,1,2,2,0,2,0,1,1,1)
1963:(0,1,2,2,0,2,1,0,1,1)
1964:(0,1,2,2,0,2,1,1,0,1)
1965:(0,1,2,2,0,2,1,1,1,0)
1966:(0,1,2,2,1,0,0,0,0,1)
1967:(0,1,2,2,1,0,0,0,1,0)
1968:(0,1,2,2,1,0,0,1,0,0)
1969:(0,1,2,2,1,0,0,1,1,2)
1970:(0,1,2,2,1,0,0,1,2,1)
1971:(0,1,2,2,1,0,0,2,1,1)
1972:(0,1,2,2,1,0,1,0,0,0)
1973:(0,1,2,2,1,0,1,0,1,2)
1974:(0,1,2,2,1,0,1,0,2,1)
1975:(0,1,2,2,1,0,1,1,0,2)
1976:(0,1,2,2,1,0,1,1,2,0)
1977:(0,1,2,2,1,0,1,2,0,1)
1978:(0,1,2,2,1,0,1,2,1,0)
1979:(0,1,2,2,1,0,2,0,1,1)
1980:(0,1,2,2,1,0,2,1,0,1)
1981:(0,1,2,2,1,0,2,1,1,0)
1982:(0,1,2,2,1,1,0,0,0,0)
1983:(0,1,2,2,1,1,0,0,1,2)
1984:(0,1,2,2,1,1,0,0,2,1)
1985:(0,1,2,2,1,1,0,1,0,2)
1986:(0,1,2,2,1,1,0,1,2,0)
1987:(0,1,2,2,1,1,0,2,0,1)
1988:(0,1,2,2,1,1,0,2,1,0)
1989:(0,1,2,2,1,1,1,0,0,2)
1990:(0,1,2,2,1,1,1,0,2,0)
1991:(0,1,2,2,1,1,1,1,2,2)
1992:(0,1,2,2,1,1,1,2,0,0)
1993:(0,1,2,2,1,1,1,2,1,2)
1994:(0,1,2,2,1,1,1,2,2,1)
1995:(0,1,2,2,1,1,2,0,0,1)
1996:(0,1,2,2,1,1,2,0,1,0)
1997:(0,1,2,2,1,1,2,1,0,0)
1998:(0,1,2,2,1,1,2,1,2,1)
1999:(0,1,2,2,1,1,2,2,1,1)
2000:(0,1,2,2,1,2,0,0,1,1)
2001:(0,1,2,2,1,2,0,1,0,1)
2002:(0,1,2,2,1,2,0,1,1,0)
2003:(0,1,2,2,1,2,1,0,0,1)
2004:(0,1,2,2,1,2,1,0,1,0)
2005:(0,1,2,2,1,2,1,1,0,0)
2006:(0,1,2,2,1,2,1,1,1,2)
2007:(0,1,2,2,1,2,2,1,1,1)
2008:(0,1,2,2,2,0,0,1,1,1)
2009:(0,1,2,2,2,0,1,0,1,1)
2010:(0,1,2,2,2,0,1,1,0,1)
2011:(0,1,2,2,2,0,1,1,1,0)
2012:(0,1,2,2,2,1,0,0,1,1)
2013:(0,1,2,2,2,1,0,1,0,1)
2014:(0,1,2,2,2,1,0,1,1,0)
2015:(0,1,2,2,2,1,1,0,0,1)
2016:(0,1,2,2,2,1,1,0,1,0)
2017:(0,1,2,2,2,1,1,1,0,0)
2018:(0,1,2,2,2,1,1,1,1,2)
2019:(0,1,2,2,2,1,1,1,2,1)
2020:(0,1,2,2,2,1,1,2,1,1)
2021:(0,1,2,2,2,1,2,1,1,1)
2022:(0,1,2,2,2,2,1,1,1,1)
2023:(0,2,0,0,0,0,0,0,1,1)
2024:(0,2,0,0,0,0,0,1,0,1)
2025:(0,2,0,0,0,0,0,1,1,0)
2026:(0,2,0,0,0,0,1,0,0,1)
2027:(0,2,0,0,0,0,1,0,1,0)
2028:(0,2,0,0,0,0,1,1,0,0)
2029:(0,2,0,0,0,0,1,1,1,2)
2030:(0,2,0,0,0,0,1,1,2,1)
2031:(0,2,0,0,0,0,1,2,1,1)
2032:(0,2,0,0,0,0,2,1,1,1)
2033:(0,2,0,0,0,1,0,0,0,1)
2034:(0,2,0,0,0,1,0,0,1,0)
2035:(0,2,0,0,0,1,0,1,0,0)
2036:(0,2,0,0,0,1,0,1,1,2)
2037:(0,2,0,0,0,1,0,1,2,1)
2038:(0,2,0,0,0,1,0,2,1,1)
2039:(0,2,0,0,0,1,1,0,0,0)
2040:(0,2,0,0,0,1,1,0,1,2)
2041:(0,2,0,0,0,1,1,0,2,1)
2042:(0,2,0,0,0,1,1,1,0,2)
2043:(0,2,0,0,0,1,1,1,2,0)
2044:(0,2,0,0,0,1,1,2,0,1)
2045:(0,2,0,0,0,1,1,2,1,0)
2046:(0,2,0,0,0,1,2,0,1,1)
2047:(0,2,0,0,0,1,2,1,0,1)
2048:(0,2,0,0,0,1,2,1,1,0)
2049:(0,2,0,0,0,2,0,1,1,1)
2050:(0,2,0,0,0,2,1,0,1,1)
2051:(0,2,0,0,0,2,1,1,0,1)
2052:(0,2,0,0,0,2,1,1,1,0)
2053:(0,2,0,0,1,0,0,0,0,1)
2054:(0,2,0,0,1,0,0,0,1,0)
2055:(0,2,0,0,1,0,0,1,0,0)
2056:(0,2,0,0,1,0,0,1,1,2)
2057:(0,2,0,0,1,0,0,1,2,1)
2058:(0,2,0,0,1,0,0,2,1,1)
2059:(0,2,0,0,1,0,1,0,0,0)
2060:(0,2,0,0,1,0,1,0,1,2)
2061:(0,2,0,0,1,0,1,0,2,1)
2062:(0,2,0,0,1,0,1,1,0,2)
2063:(0,2,0,0,1,0,1,1,2,0)
2064:(0,2,0,0,1,0,1,2,0,1)
2065:(0,2,0,0,1,0,1,2,1,0)
2066:(0,2,0,0,1,0,2,0,1,1)
2067:(0,2,0,0,1,0,2,1,0,1)
2068:(0,2,0,0,1,0,2,1,1,0)
2069:(0,2,0,0,1,1,0,0,0,0)
2070:(0,2,0,0,1,1,0,0,1,2)
2071:(0,2,0,0,1,1,0,0,2,1)
2072:(0,2,0,0,1,1,0,1,0,2)
2073:(0,2,0,0,1,1,0,1,2,0)
2074:(0,2,0,0,1,1,0,2,0,1)
2075:(0,2,0,0,1,1,0,2,1,0)
2076:(0,2,0,0,1,1,1,0,0,2)
2077:(0,2,0,0,1,1,1,0,2,0)
2078:(0,2,0,0,1,1,1,1,2,2)
2079:(0,2,0,0,1,1,1,2,0,0)
2080:(0,2,0,0,1,1,1,2,1,2)
2081:(0,2,0,0,1,1,1,2,2,1)
2082:(0,2,0,0,1,1,2,0,0,1)
2083:(0,2,0,0,1,1,2,0,1,0)
2084:(0,2,0,0,1,1,2,1,0,0)
2085:(0,2,0,0,1,1,2,1,1,2)
2086:(0,2,0,0,1,1,2,1,2,1)
2087:(0,2,0,0,1,1,2,2,1,1)
2088:(0,2,0,0,1,2,0,0,1,1)
2089:(0,2,0,0,1,2,0,1,0,1)
2090:(0,2,0,0,1,2,0,1,1,0)
2091:(0,2,0,0,1,2,1,0,0,1)
2092:(0,2,0,0,1,2,1,0,1,0)
2093:(0,2,0,0,1,2,1,1,0,0)
2094:(0,2,0,0,1,2,1,1,2,1)
2095:(0,2,0,0,1,2,1,2,1,1)
2096:(0,2,0,0,1,2,2,1,1,1)
2097:(0,2,0,0,2,0,0,1,1,1)
2098:(0,2,0,0,2,0,1,0,1,1)
2099:(0,2,0,0,2,0,1,1,0,1)
2100:(0,2,0,0,2,0,1,1,1,0)
2101:(0,2,0,0,2,1,0,0,1,1)
2102:(0,2,0,0,2,1,0,1,0,1)
2103:(0,2,0,0,2,1,0,1,1,0)
2104:(0,2,0,0,2,1,1,0,0,1)
2105:(0,2,0,0,2,1,1,0,1,0)
2106:(0,2,0,0,2,1,1,1,0,0)
2107:(0,2,0,0,2,1,1,1,1,2)
2108:(0,2,0,0,2,1,1,1,2,1)
2109:(0,2,0,0,2,1,2,1,1,1)
2110:(0,2,0,0,2,2,1,1,1,1)
2111:(0,2,0,1,0,0,0,0,0,1)
2112:(0,2,0,1,0,0,0,0,1,0)
2113:(0,2,0,1,0,0,0,1,0,0)
2114:(0,2,0,1,0,0,0,1,1,2)
2115:(0,2,0,1,0,0,0,1,2,1)
2116:(0,2,0,1,0,0,0,2,1,1)
2117:(0,2,0,1,0,0,1,0,0,0)
2118:(0,2,0,1,0,0,1,0,1,2)
2119:(0,2,0,1,0,0,1,0,2,1)
2120:(0,2,0,1,0,0,1,1,0,2)
2121:(0,2,0,1,0,0,1,1,2,0)
2122:(0,2,0,1,0,0,1,2,0,1)
2123:(0,2,0,1,0,0,1,2,1,0)
2124:(0,2,0,1,0,0,2,0,1,1)
2125:(0,2,0,1,0,0,2,1,0,1)
2126:(0,2,0,1,0,0,2,1,1,0)
2127:(0,2,0,1,0,1,0,0,0,0)
2128:(0,2,0,1,0,1,0,0,1,2)
2129:(0,2,0,1,0,1,0,0,2,1)
2130:(0,2,0,1,0,1,0,1,0,2)
2131:(0,2,0,1,0,1,0,1,2,0)
2132:(0,2,0,1,0,1,0,2,0,1)
2133:(0,2,0,1,0,1,0,2,1,0)
2134:(0,2,0,1,0,1,1,0,0,2)
2135:(0,2,0,1,0,1,1,0,2,0)
2136:(0,2,0,1,0,1,1,1,2,2)
2137:(0,2,0,1,0,1,1,2,0,0)
2138:(0,2,0,1,0,1,1,2,1,2)
2139:(0,2,0,1,0,1,1,2,2,1)
2140:(0,2,0,1,0,1,2,0,0,1)
2141:(0,2,0,1,0,1,2,0,1,0)
2142:(0,2,0,1,0,1,2,1,0,0)
2143:(0,2,0,1,0,1,2,1,1,2)
2144:(0,2,0,1,0,1,2,1,2,1)
2145:(0,2,0,1,0,1,2,2,1,1)
2146:(0,2,0,1,0,2,0,0,1,1)
2147:(0,2,0,1,0,2,0,1,0,1)
2148:(0,2,0,1,0,2,0,1,1,0)
2149:(0,2,0,1,0,2,1,0,0,1)
2150:(0,2,0,1,0,2,1,0,1,0)
2151:(0,2,0,1,0,2,1,1,0,0)
2152:(0,2,0,1,0,2,1,1,2,1)
2153:(0,2,0,1,0,2,1,2,1,1)
2154:(0,2,0,1,0,2,2,1,1,1)
2155:(0,2,0,1,1,0,0,0,0,0)
2156:(0,2,0,1,1,0,0,0,1,2)
2157:(0,2,0,1,1,0,0,0,2,1)
2158:(0,2,0,1,1,0,0,1,0,2)
2159:(0,2,0,1,1,0,0,1,2,0)
2160:(0,2,0,1,1,0,0,2,0,1)
2161:(0,2,0,1,1,0,0,2,1,0)
2162:(0,2,0,1,1,0,1,0,0,2)
2163:(0,2,0,1,1,0,1,0,2,0)
2164:(0,2,0,1,1,0,1,1,2,2)
2165:(0,2,0,1,1,0,1,2,0,0)
2166:(0,2,0,1,1,0,1,2,1,2)
2167:(0,2,0,1,1,0,1,2,2,1)
2168:(0,2,0,1,1,0,2,0,0,1)
2169:(0,2,0,1,1,0,2,0,1,0)
2170:(0,2,0,1,1,0,2,1,0,0)
2171:(0,2,0,1,1,0,2,1,1,2)
2172:(0,2,0,1,1,0,2,1,2,1)
2173:(0,2,0,1,1,0,2,2,1,1)
2174:(0,2,0,1,1,1,0,0,0,2)
2175:(0,2,0,1,1,1,0,0,2,0)
2176:(0,2,0,1,1,1,0,1,2,2)
2177:(0,2,0,1,1,1,0,2,0,0)
2178:(0,2,0,1,1,1,0,2,1,2)
2179:(0,2,0,1,1,1,0,2,2,1)
2180:(0,2,0,1,1,1,1,0,2,2)
2181:(0,2,0,1,1,1,1,2,0,2)
2182:(0,2,0,1,1,1,1,2,2,0)
2183:(0,2,0,1,1,1,2,0,0,0)
2184:(0,2,0,1,1,1,2,0,1,2)
2185:(0,2,0,1,1,1,2,0,2,1)
2186:(0,2,0,1,1,1,2,1,0,2)
2187:(0,2,0,1,1,1,2,1,2,0)
2188:(0,2,0,1,1,1,2,2,0,1)
2189:(0,2,0,1,1,1,2,2,1,0)
2190:(0,2,0,1,1,2,0,0,0,1)
2191:(0,2,0,1,1,2,0,0,1,0)
2192:(0,2,0,1,1,2,0,1,0,0)
2193:(0,2,0,1,1,2,0,1,2,1)
2194:(0,2,0,1,1,2,0,2,1,1)
2195:(0,2,0,1,1,2,1,0,0,0)
2196:(0,2,0,1,1,2,1,0,2,1)
2197:(0,2,0,1,1,2,1,1,2,0)
2198:(0,2,0,1,1,2,1,2,0,1)
2199:(0,2,0,1,1,2,1,2,1,0)
2200:(0,2,0,1,1,2,2,0,1,1)
2201:(0,2,0,1,1,2,2,1,0,1)
2202:(0,2,0,1,1,2,2,1,1,0)
2203:(0,2,0,1,2,0,0,0,1,1)
2204:(0,2,0,1,2,0,0,1,0,1)
2205:(0,2,0,1,2,0,0,1,1,0)
2206:(0,2,0,1,2,0,1,0,0,1)
2207:(0,2,0,1,2,0,1,0,1,0)
2208:(0,2,0,1,2,0,1,1,0,0)
2209:(0,2,0,1,2,0,1,1,1,2)
2210:(0,2,0,1,2,0,1,1,2,1)
2211:(0,2,0,1,2,0,2,1,1,1)
2212:(0,2,0,1,2,1,0,0,0,1)
2213:(0,2,0,1,2,1,0,0,1,0)
2214:(0,2,0,1,2,1,0,1,0,0)
2215:(0,2,0,1,2,1,0,1,1,2)
2216:(0,2,0,1,2,1,0,1,2,1)
2217:(0,2,0,1,2,1,1,0,0,0)
2218:(0,2,0,1,2,1,1,0,1,2)
2219:(0,2,0,1,2,1,1,0,2,1)
2220:(0,2,0,1,2,1,1,1,0,2)
2221:(0,2,0,1,2,1,1,1,2,0)
2222:(0,2,0,1,2,1,2,0,1,1)
2223:(0,2,0,1,2,1,2,1,0,1)
2224:(0,2,0,1,2,1,2,1,1,0)
2225:(0,2,0,1,2,2,0,1,1,1)
2226:(0,2,0,1,2,2,1,0,1,1)
2227:(0,2,0,1,2,2,1,1,0,1)
2228:(0,2,0,1,2,2,1,1,1,0)
2229:(0,2,0,2,0,0,0,1,1,1)
2230:(0,2,0,2,0,0,1,0,1,1)
2231:(0,2,0,2,0,0,1,1,0,1)
2232:(0,2,0,2,0,0,1,1,1,0)
2233:(0,2,0,2,0,1,0,0,1,1)
2234:(0,2,0,2,0,1,0,1,0,1)
2235:(0,2,0,2,0,1,0,1,1,0)
2236:(0,2,0,2,0,1,1,0,0,1)
2237:(0,2,0,2,0,1,1,0,1,0)
2238:(0,2,0,2,0,1,1,1,0,0)
2239:(0,2,0,2,0,1,1,1,1,2)
2240:(0,2,0,2,0,1,1,1,2,1)
2241:(0,2,0,2,0,1,1,2,1,1)
2242:(0,2,0,2,0,1,2,1,1,1)
2243:(0,2,0,2,0,2,1,1,1,1)
2244:(0,2,0,2,1,0,0,0,1,1)
2245:(0,2,0,2,1,0,0,1,0,1)
2246:(0,2,0,2,1,0,0,1,1,0)
2247:(0,2,0,2,1,0,1,0,0,1)
2248:(0,2,0,2,1,0,1,0,1,0)
2249:(0,2,0,2,1,0,1,1,0,0)
2250:(0,2,0,2,1,0,1,1,1,2)
2251:(0,2,0,2,1,0,1,1,2,1)
2252:(0,2,0,2,1,0,1,2,1,1)
2253:(0,2,0,2,1,0,2,1,1,1)
2254:(0,2,0,2,1,1,0,0,0,1)
2255:(0,2,0,2,1,1,0,0,1,0)
2256:(0,2,0,2,1,1,0,1,0,0)
2257:(0,2,0,2,1,1,0,1,1,2)
2258:(0,2,0,2,1,1,0,1,2,1)
2259:(0,2,0,2,1,1,0,2,1,1)
2260:(0,2,0,2,1,1,1,0,0,0)
2261:(0,2,0,2,1,1,1,0,1,2)
2262:(0,2,0,2,1,1,1,0,2,1)
2263:(0,2,0,2,1,1,1,1,0,2)
2264:(0,2,0,2,1,1,1,1,2,0)
2265:(0,2,0,2,1,1,1,2,0,1)
2266:(0,2,0,2,1,1,1,2,1,0)
2267:(0,2,0,2,1,1,2,0,1,1)
2268:(0,2,0,2,1,1,2,1,0,1)
2269:(0,2,0,2,1,1,2,1,1,0)
2270:(0,2,0,2,1,2,0,1,1,1)
2271:(0,2,0,2,1,2,1,0,1,1)
